Business Name,Industry,Complaint Type,Mediation Start Date,Mediation Close Date,Complaint Result,Satisfaction,Restitution,Business Building,Business Street,Building Address Unit,Business City,Business State,Business Zip,Complainant Zip 
C TOWN,Supermarket - 819,Non-Delivery of Goods - N01,02/05/2016,02/17/2016,Cash Amount - AMT,Yes,1.00,6614,18TH AVE,,BROOKLYN,NY,11204,11204
JOMASHOP,Jewelry Store-Retail - 823,Non-Delivery of Goods - N01,04/06/2015,06/10/2015,Advised to Sue - ATS,No,0.00,140,58TH ST,3B,BROOKLYN,NY,11220,11691
MILLER GENERAL CONTRACTING LTD,Home Improvement Contractor - 100,,04/03/2015,04/15/2015,Resolved and Consumer Satisfied - SPF,Yes,0.00,6639,SELFRIDGE ST,,FOREST HILLS,NY,11375,11559
ULTIMATE WORLD WIDE RECOVERY CORP,Tow Truck Company - 124,Misrepresentation - M01,10/23/2015,12/24/2015,Consumer Took Action - CTA,No,0.00,1319,CASTLETON AVE,,STATEN ISLAND,NY,10310,10309
RIGHT WAY CO.,Home Improvement Contractor - 100,Exchange Goods/Contract Cancelled - E01,01/28/2015,04/13/2015,Goods Received - GDR,Yes,1650.00,165,CLASSON AVE,,BROOKLYN,NY,11205,11378
NU CHOICE,Mailorder Misc - 319,Non-Delivery of Goods - N01,10/05/2015,11/17/2015,Cash Amount - AMT,Yes,220.00,24922,147TH AVE,,ROSEDALE,NY,11422,10562
TARGET CORPORATION,Misc Non-Food Retail - 817,Misrepresentation - M01,10/14/2015,11/04/2015,Store Credit - SCR,Yes,102.00,1000,NICOLLET MALL,,MINNEAPOLIS,MN,55403,10312
SAFDESIGN INC.,Home Improvement Contractor - 100,Quality of Work - Q01,09/24/2015,10/26/2015,Consumer Withdrew Complaint - CWC,NA,0.00,1402,LEXINGTON AVE,SIDE,NEW YORK,NY,10128,10128
"ZALE DELAWARE, INC.",Jewelry Store-Retail - 823,Misrepresentation - M01,02/24/2016,03/03/2016,Credit Card Refund and/or Contract Cancelled - CRC,Yes,10000.00,901,W WALNUT HILL LN,,IRVING,TX,75038,10310
D'YARIX GIFT & FLOWER SHOP,Misc Non-Food Retail - 817,Surcharge/Overcharge - S02,07/01/2015,07/24/2015,Cash Amount - AMT,Yes,40.00,4770,BROADWAY,,NEW YORK,NY,10034,37066
EASY SHOPPING FURNITURE,Furniture Sales - 242,Damaged Goods - D01,03/25/2015,06/01/2015,Advised to Sue - ATS,No,0.00,1888,3RD AVE,,NEW YORK,NY,10029,10029
NYC GLAMOUR COUTURE,Retail Store - 820,Exchange Goods/Contract Cancelled - E01,06/11/2015,06/24/2015,Consumer Took Action - CTA,No,0.00,3189,STEINWAY ST,,ASTORIA,NY,11103,11103
ALBANDIK CONTRACTING,Home Improvement Contractor - 100,Breach of Contract - B03,09/21/2015,10/09/2015,Advised to Sue - ATS,No,0.00,1148,64TH ST,5,BROOKLYN,NY,11219,10166
PORTILLO CONTRACTOR,Home Improvement Contractor - 100,Quality of Work - Q01,10/14/2015,12/11/2015,Advised to Sue - ATS,No,0.00,86,GILROY AVE,,UNIONDALE,NY,11553,11229
"COPLEY ASSOCIATES, L.L.C.",Garage - 049,Surcharge/Overcharge - S02,02/02/2016,03/18/2016,Credit Card Refund and/or Contract Cancelled - CRC,Yes,25.00,770,LEXINGTON AVE,,NEW YORK,NY,10065,
EXOTIC HOME EXPO,Misc Non-Food Retail - 817,Breach of Contract - B03,07/20/2015,09/17/2015,Goods Received - GDR,Yes,750.00,626,MIDLAND AVE,,STATEN ISLAND,NY,10306,10304
"HOME DESIGN GROUP NYC, LLC",Home Improvement Contractor - 100,Misrepresentation - M01,12/17/2014,03/09/2015,Referred to Hearing - RTH,No,0.00,PO,CALYER ST,,BROOKLYN,NY,11222,10021
QUICK 2 TOWING & RECOVERY INC.,Tow Truck Company - 124,Misrepresentation - M01,12/01/2015,12/11/2015,Credit Card Refund and/or Contract Cancelled - CRC,Yes,68.00,2716,203RD ST,,BAYSIDE,NY,11360,11355
BATTAGLIA AND SONS CONTRACTING INC,Home Improvement Contractor - 100,Breach of Contract - B03,02/22/2016,04/07/2016,Referred to Hearing - RTH,No,0.00,14935,80TH ST,,HOWARD BEACH,NY,11414,11378
ACQUA BAR,Misc Non-Food Retail - 817,Exchange Goods/Contract Cancelled - E01,03/03/2016,03/14/2016,No Business Response - NVR,No,0.00,7,E 14TH ST,,NEW YORK,NY,10003,10025
"STAPLES THE OFFICE SUPERSTORE EAST, INC.",Misc Non-Food Retail - 817,,06/12/2015,06/25/2015,Resolved and Consumer Satisfied - SPF,Yes,0.00,500,STAPLES DR,,FRAMINGHAM,MA,01702,10016
"TARALLO KITCHEN AND BATH, INC.",Misc Non-Food Retail - 817,Exchange Goods/Contract Cancelled - E01,09/17/2015,09/24/2015,Unable to Locate Business - ULV,NA,0.00,1455,UNIONPORT RD,,BRONX,NY,10462,10465
MKJC AUTO GROUP LLC,Secondhand Dealer Auto - 005,Exchange Goods/Contract Cancelled - E01,06/10/2015,08/05/2015,Cash Amount - AMT,Yes,2500.00,3454,44TH ST,,LONG ISLAND CITY,NY,11101,11374
FM CABINET INC.,Misc Non-Food Retail - 817,Non-Delivery of Goods - N01,03/17/2016,03/30/2016,Cash Amount - AMT,Yes,100.00,4205,COLLEGE POINT BLVD,,FLUSHING,NY,11355,11801
R S GENERAL CONSTRUCTION CORP.,Home Improvement Contractor - 100,Quality of Work - Q01,10/08/2015,12/18/2015,Resolved and Consumer Satisfied - SPF,Yes,0.00,11412,95TH AVE,,S RICHMOND HL,NY,11419,11361
ILYA'S GOLD MARKET CORPORATION,Secondhand Dealer [General] - 006,Non-Delivery of Goods - N01,05/05/2015,06/19/2015,Unable to Locate Business - ULV,NA,0.00,3920,BROADWAY,,NEW YORK,NY,10032,10032
PRESTIGE TREASURE JEWELRY INC.,Jewelry Store-Retail - 823,Damaged Goods - D01,02/19/2015,04/17/2015,No Satisfactory Agreement - NSA,No,0.00,37-02,MAIN ST,STE F10,FLUSHING,NY,11354,11355
DIGO CONSTRUCTION INC.,Home Improvement Contractor - 100,Non-Delivery of Service - N02,12/02/2015,02/02/2016,Advised to Sue - ATS,No,0.00,56,BEECH ST,,FLORAL PARK,NY,11001,11218
FOOT LOCKER,Misc Non-Food Retail - 817,Exchange Goods/Contract Cancelled - E01,12/04/2015,12/10/2015,Cash Amount - AMT,Yes,27.00,112,W 34TH ST,,NEW YORK,NY,10120,11373
IB CONSTRUCTION CORP,Home Improvement Contractor - 100,Refund Policy - R01,06/25/2015,08/03/2015,Referred to Hearing - RTH,No,0.00,1708,W 10TH ST,2,BROOKLYN,NY,11223,11236
5TH AVE GIFT & ELECTRONIC INC,Electronic Store - 001,Surcharge/Overcharge - S02,08/25/2015,10/02/2015,No Consumer Response - NCR,NA,0.00,562,5TH AVE,,NEW YORK,NY,10036,
BRIGHTON CELLULAR TECH INC.,Electronic Store - 001,Defective Goods - D02,05/20/2015,07/01/2015,No Satisfactory Agreement - NSA,No,0.00,612,BRIGHTON BEACH AVE,,BROOKLYN,NY,11235,11234
GRAHAM FURNITURE INC.,Furniture Sales - 242,Misrepresentation - M01,01/12/2016,02/19/2016,No Satisfactory Agreement - NSA,No,0.00,99,GRAHAM AVE,,BROOKLYN,NY,11206,11211
ERIC CONSTRUCTION AND DECORATING INC.,Home Improvement Contractor - 100,Breach of Contract - B03,06/19/2015,08/13/2015,Advised to Sue - ATS,No,0.00,1233,TODT HILL RD,,STATEN ISLAND,NY,10304,10305
SLEEP-MART,Furniture Sales - 242,Exchange Goods/Contract Cancelled - E01,06/02/2015,06/11/2015,No Satisfactory Agreement - NSA,No,0.00,2067,CONEY ISLAND AVE,,BROOKLYN,NY,11223,11214
"NICKY'S BOYS AUTO GLASS, INC.",Misc Non-Food Retail - 817,Misrepresentation - M01,09/01/2015,11/06/2015,Referred to Outside - RTO,NA,0.00,1523,NEPTUNE AVE,,BROOKLYN,NY,11224,11214
UNIVERSAL FURNITURE,Furniture Sales - 242,Exchange Goods/Contract Cancelled - E01,06/04/2015,07/07/2015,Goods Exchanged - GEX,Yes,0.00,2944,3RD AVE,,BRONX,NY,10455,10451
"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",Garage - 049,Billing Dispute - B02,03/03/2016,04/04/2016,Credit Card Refund and/or Contract Cancelled - CRC,Yes,12.00,360,W 31ST ST,1100,NEW YORK,NY,10001,11373
HOME SWEET HOME FURNITURE,Furniture Sales - 242,Damaged Goods - D01,06/04/2015,07/06/2015,Advised to Sue - ATS,No,0.00,2425,FLATBUSH AVE,,BROOKLYN,NY,11234,11230
"JENNIFER CONVERTIBLES, INC.",Furniture Sales - 242,Non-Delivery of Goods - N01,07/21/2015,08/31/2015,Store Credit - SCR,Yes,620.00,229,LIVINGSTON ST,,BROOKLYN,NY,11201,10454
AL-MAKKIE PROFESSIONAL SERVICES,Misc Non-Food Retail - 817,Misrepresentation - M01,02/03/2016,03/11/2016,Advised to Sue - ATS,No,0.00,1067,CONEY ISLAND AVE,,BROOKLYN,NY,11230,10314
"GOLDEN MASK JEWELRY, INC.",Jewelry Store-Retail - 823,Refund Policy - R01,06/17/2015,07/07/2015,Goods Exchanged - GEX,Yes,270.00,3187,STEINWAY ST,,ASTORIA,NY,11103,11101
CHELSEA HIGHLINE HOTEL,Hotel/Motel - 460,Breach of Contract - B03,05/20/2015,07/06/2015,Advised to Sue - ATS,No,0.00,184,11TH AVE,,NEW YORK,NY,10011,20160
"QUEENS AUTO MALL, INC.",Secondhand Dealer Auto - 005,Billing Dispute - B02,05/26/2015,08/05/2015,No Consumer Response - NCR,NA,0.00,13401,ATLANTIC AVE,,RICHMOND HILL,NY,11418,11763
SANDY'S ROTI,Restaurant - 818,Exchange Goods/Contract Cancelled - E01,07/08/2015,08/26/2015,No Consumer Response - NCR,NA,0.00,12110,LIBERTY AVE,,SOUTH RICHMOND HILL,NY,11419,11420
QUIK PARK TRIBECA II LLC,Garage - 049,Damaged Goods - D01,05/12/2015,06/29/2015,Cash Amount - AMT,Yes,608.00,247,W 37TH ST,FL 6,NEW YORK,NY,10018,08540
MANHATTAN PARKING SYSTEM-PARK AVE. CORP.,Garage - 049,Surcharge/Overcharge - S02,01/09/2015,02/06/2015,Cash Amount - AMT,Yes,81.00,277,PARK AVE,,NEW YORK,NY,10172,11694
"SEARS, ROEBUCK AND CO.",Misc Non-Food Retail - 817,Non-Delivery of Service - N02,04/27/2015,06/03/2015,Store Credit - SCR,Yes,300.00,3333,BEVERLY RD,,HOFFMAN ESTATES,IL,60179,11218
LESAKPARIS,Retail Store - 820,,06/05/2015,06/30/2015,Cash Amount - AMT,Yes,533.00,70,SPRING ST,,NEW YORK,NY,10012,11104
VAYAMA,Travel Agency - 440,,04/23/2015,06/12/2015,Consumer Took Action - CTA,No,0.00,333,W SANTA CLARA ST,800,SAN JOSE,CA,95113,10027
"ACIERNO, MICHELE",Home Improvement Contractor - 100,,04/08/2015,05/27/2015,Referred to Hearing - RTH,No,0.00,68,CONSELYEA ST,,BROOKLYN,NY,11211,
MID OF FLATBUSH CORP.,Electronic Store - 001,Exchange Goods/Contract Cancelled - E01,03/16/2016,03/28/2016,Goods Exchanged - GEX,Yes,175.00,882,FLATBUSH AVE,,BROOKLYN,NY,11226,11212
APEX AUTO DEALERS INC.,Secondhand Dealer Auto - 005,Breach of Contract - B03,12/24/2014,02/13/2015,Advised to Sue - ATS,No,0.00,,,,,,,11421
URBANE ACADEMICS,Misc Non-Food Retail - 817,Exchange Goods/Contract Cancelled - E01,05/13/2015,06/08/2015,Credit Card Refund and/or Contract Cancelled - CRC,Yes,193.00,167,DIVISION AVE,,BROOKLYN,NY,11211,11216
"PORTFOLIO RECOVERY ASSOCIATES, L.L.C.",Debt Collection Agency - 122,Billing Dispute - B02,03/19/2015,03/30/2015,Bill Reduced - BLR,Yes,563.00,,,,,,,10002
JAN MOTORS USA INC,Secondhand Dealer Auto - 005,Damaged Goods - D01,05/13/2015,06/04/2015,Advised to Sue - ATS,No,0.00,2325,HOLLERS AVE,,BRONX,NY,10475,11234
MILLER GENERAL CONTRACTING LTD,Home Improvement Contractor - 100,Quality of Work - Q01,10/07/2015,12/04/2015,Resolved and Consumer Satisfied - SPF,Yes,0.00,6639,SELFRIDGE ST,,FOREST HILLS,NY,11375,11357
PROVIDE AUTOMOTIVE INC.,Tow Truck Company - 124,Misrepresentation - M01,12/04/2014,01/20/2015,Cash Amount - AMT,Yes,68.00,2615,ROBERTS AVE,,BRONX,NY,10461,11368
"ENHANCED RECOVERY COMPANY, LLC",Debt Collection Agency - 122,Billing Dispute - B02,02/26/2016,03/11/2016,Resolved and Consumer Satisfied - SPF,Yes,0.00,8014,BAYBERRY RD,,JACKSONVILLE,FL,32256,11040
GC SERVICES LIMITED PARTNERSHIP,Debt Collection Agency - 122,Billing Dispute - B02,12/22/2014,01/07/2015,Bill Reduced - BLR,Yes,1085.00,6330,GULFTON ST,STE 303,HOUSTON,TX,77081,10469
331 50TH ST. PARKING CORP.,Garage - 049,Damaged Goods - D01,04/04/2016,04/11/2016,Cash Amount - AMT,Yes,950.00,336,W 51ST ST,,NEW YORK,NY,10019,02744
RAMON FLOOR CONTRACTING INC.,Misc Non-Food Retail - 817,Outstanding Judgment - J01,12/02/2015,01/04/2016,Referred to Outside - RTO,NA,0.00,1460,SEABURY PL,,BRONX,NY,10460,10034
PARKING VERNON LLC,Garage & Parking Lot - 098,,06/10/2015,07/29/2015,Resolved and Consumer Satisfied - SPF,Yes,0.00,3085,VERNON BLVD,,ASTORIA,NY,11102,11102
ORIGINAL PRODUCTS,Mailorder Misc - 319,Non-Delivery of Goods - N01,10/02/2015,10/07/2015,Cash Amount - AMT,Yes,43.00,2486,WEBSTER AVE,,BRONX,NY,10458,12929
"MRS BPO, L.L.C.",Debt Collection Agency - 122,Breach of Contract - B03,02/12/2015,03/04/2015,Resolved and Consumer Satisfied - SPF,Yes,0.00,1930,OLNEY AVE,,CHERRY HILL,NJ,08003,11375
"TIP TOP ALUMINUM PRODUCTS, INC.",Home Improvement Contractor - 100,Non-Delivery of Service - N02,09/28/2015,10/13/2015,Referred to Hearing - RTH,No,0.00,1570,62ND ST,,BROOKLYN,NY,11219,10304
NEAL C. TENEN,Debt Collection Agency - 122,Billing Dispute - B02,04/09/2015,05/14/2015,Referred to Outside - RTO,NA,0.00,P O,,,SHERMAN OAKS,CA,91413,10314
THE CONSTRUCTION KING OF NEW YORK LLC,Home Improvement Contractor - 100,Non-Delivery of Service - N02,10/07/2015,11/19/2015,Cash Amount - AMT,Yes,4000.00,15044,CENTREVILLE ST,,OZONE PARK,NY,11417,11414
"CARE ONE HOME MEDICAL EQUIPMENT, INC.",Dealer In Products For The Disabled - 119,Non-Delivery of Goods - N01,06/19/2015,07/20/2015,Cash Amount - AMT,Yes,2995.00,2230,1ST AVE,,NEW YORK,NY,10029,10016
CHRISTIE & CO SALON & SPA,Misc Non-Food Retail - 817,Exchange Goods/Contract Cancelled - E01,12/04/2015,12/10/2015,Store Credit - SCR,Yes,12.00,2364,BELL BLVD,,BAYSIDE,NY,11360,11354
SYNERGY FITNESS CLUB,Health Spa - 839,Billing Dispute - B02,04/18/2016,04/28/2016,Resolved and Consumer Satisfied - SPF,Yes,0.00,85,LIVINGSTON ST,,BROOKLYN,NY,11201,10305
CUSTOM TOWING INC.,Tow Truck Company - 124,Surcharge/Overcharge - S02,01/07/2016,01/21/2016,Resolved and Consumer Satisfied - SPF,Yes,0.00,49,ELIZABETH ST,,STATEN ISLAND,NY,10310,11206
"TARALLO KITCHEN AND BATH, INC.",Home Improvement Contractor - 100,Non-Delivery of Service - N02,11/13/2015,11/20/2015,Goods Received - GDR,Yes,6342.00,1455,UNIONPORT RD,,BRONX,NY,10462,10462
UNO'S TRAVEL AND SERVICES,Travel Agency - 440,Exchange Goods/Contract Cancelled - E01,05/06/2015,06/02/2015,Cash Amount - AMT,Yes,200.00,5710,WOODSIDE AVE,,WOODSIDE,NY,11377,11372
LEGACY FURNITURE,Furniture Sales - 242,Surcharge/Overcharge - S02,04/09/2015,06/02/2015,No Business Response - NVR,No,0.00,2352,CENTRAL PARK AVE,,YONKERS,NY,10710,10039
RADIOSHACK CORPORATION,Misc Non-Food Retail - 817,Exchange Goods/Contract Cancelled - E01,04/22/2015,06/17/2015,Out of Business - OOB,NA,0.00,300,RADIOSHACK CIR,,FORT WORTH,TX,76102,10458
SPRINT SPECTRUM L.P.,Electronic Store - 001,Billing Dispute - B02,12/29/2014,01/12/2015,Bill Reduced - BLR,Yes,1930.00,6500,SPRINT PKWY,,OVERLAND PARK,KS,66251,10473
LIBERTY CONSTRUCTION,Home Improvement Contractor - 100,Exchange Goods/Contract Cancelled - E01,08/18/2015,09/25/2015,Advised to Sue - ATS,No,0.00,1543,E 58TH ST,,BROOKLYN,NY,11234,11361
BROADWAY CAMERAS & ELECTRONICS,Electronic Store - 001,Surcharge/Overcharge - S02,04/08/2016,04/14/2016,Cash Amount - AMT,Yes,1225.00,1550,BROADWAY,,NEW YORK,NY,10036,0000
GLOBAL CREDIT & COLLECTION CORPORATION,Debt Collection Agency - 122,Billing Dispute - B02,10/01/2015,10/27/2015,Resolved and Consumer Satisfied - SPF,Yes,0.00,5440,N CUMBERLAND AVE,300,CHICAGO,IL,60656,10012
THE LETTER OF THE LAW NYC INC.,Process Server (Individual) - 110,Non-Delivery of Goods - N01,02/19/2015,03/24/2015,Goods Received - GDR,Yes,90.00,577,GRAND ST,STE F907,NEW YORK,NY,10002,
CHENTE INC,Employment Agency - 034,Misrepresentation - M01,02/20/2015,05/12/2015,Referred to Hearing - RTH,No,0.00,247,W 35TH ST,STE 203,NEW YORK,NY,10001,11429
AA ELECTRONICS INC,Electronic Store - 001,Surcharge/Overcharge - S02,12/24/2015,01/12/2016,Advised to Sue - ATS,No,0.00,2840,3RD AVE,,BRONX,NY,10455,10467
LIBERTY MOTOR CARS INC,Secondhand Dealer Auto - 005,Exchange Goods/Contract Cancelled - E01,01/12/2015,04/01/2015,Advised to Sue - ATS,No,0.00,,,,,,,18466
MP 17 LLC,Garage - 049,Outstanding Judgment - J01,11/26/2014,01/02/2015,Agency Collected Judgement - ACJ,Yes,1083.00,450,W 17TH ST,,NEW YORK,NY,10011,11214
PALLADIUM,Misc Non-Food Retail - 817,Misrepresentation - M01,11/04/2015,11/20/2015,Unable to Locate Business - ULV,NA,0.00,3614,31ST ST,,ASTORIA,NY,11106,11368
VERIZON COMMUNICATIONS INC.,Misc Non-Food Retail - 817,Misrepresentation - M01,03/16/2016,03/30/2016,Store Credit - SCR,Yes,200.00,140,WEST ST,,NEW YORK,NY,10007,11232
KINGS AUTOSHOW INC.,Secondhand Dealer Auto - 005,Misrepresentation - M01,02/03/2015,04/01/2015,Bill Reduced - BLR,Yes,23817.00,5815,CHURCH AVE,,BROOKLYN,NY,11203,11226
SHANGHAI VOGUE FURNITURE & LIGHTING,Furniture Sales - 242,Non-Delivery of Goods - N01,09/23/2015,10/22/2015,Cash Amount - AMT,Yes,100.00,6516,18TH AVE,,BROOKLYN,NY,11204,11204
"RAINBOW SEVEN COLORS, INC.",Appliances - 244,Misrepresentation - M01,03/24/2016,04/05/2016,No Satisfactory Agreement - NSA,No,0.00,7401,17TH AVE,A,BROOKLYN,NY,11204,11223
SB MOBILE INC.,Electronic Store - 001,Advertising/Misleading - A02,12/23/2014,02/13/2015,Complaint Invalid - CIN,NA,0.00,4916,CHURCH AVE,,BROOKLYN,NY,11203,11212
"PLANTAGENET HOLDINGS, INC.",Home Improvement Contractor - 100,Outstanding Judgment - J01,12/05/2014,01/29/2015,Referred to Hearing - RTH,No,0.00,45,CHURCH ST,,FREEPORT,NY,11520,11434
"CONVERGENT OUTSOURCING, INC.",Debt Collection Agency - 122,Billing Dispute - B02,06/10/2015,06/24/2015,Bill Reduced - BLR,Yes,49.00,PO BOX,9004,,RENTON,WA,98057,11207
"LAXMI AMERICAN OPTICAL, INC.",Misc Non-Food Retail - 817,Exchange Goods/Contract Cancelled - E01,04/15/2015,06/11/2015,Goods Exchanged - GEX,Yes,150.00,12118,LIBERTY AVE,,SOUTH RICHMOND HILL,NY,11419,11419
BLUE MOON HOTEL LTD,Hotel/Motel - 460,Misrepresentation - M01,12/10/2015,01/22/2016,Resolved and Consumer Satisfied - SPF,Yes,0.00,100,ORCHARD ST,,NEW YORK,NY,10002,20010
"NY ARTISTIC, LLC",Home Improvement Contractor - 100,Quality of Work - Q01,12/05/2014,01/30/2015,Referred to Hearing - RTH,No,0.00,552,COLUMBUS AVE,,NEW YORK,NY,10024,10019
BIG MIKES REFRIGERATION,Electronic & Home Appliance Service Dealer - 115,Non-Delivery of Service - N02,11/16/2015,12/04/2015,Complaint Invalid - CIN,NA,0.00,269,LINKS DR W,,OCEANSIDE,NY,11572,11226
QUICK 2 TOWING & RECOVERY INC.,Tow Truck Company - 124,Misrepresentation - M01,04/14/2015,05/13/2015,Cash Amount - AMT,Yes,68.00,2716,203RD ST,,BAYSIDE,NY,11360,11360
MISTER HVAC CORP.,Home Improvement Contractor - 100,Outstanding Judgment - J01,03/07/2016,04/22/2016,Referred to Outside - RTO,NA,0.00,9703,SUTPHIN BLVD,2,JAMAICA,NY,11435,11432
QP ISABEL LLC,Garage - 049,Surcharge/Overcharge - S02,12/24/2015,01/25/2016,Resolved and Consumer Satisfied - SPF,Yes,0.00,247,W 37TH ST,6,NEW YORK,NY,10018,10452
TOTAL MASTER LLC,Home Improvement Contractor - 100,Quality of Work - Q01,04/08/2015,06/04/2015,Resolved and Consumer Satisfied - SPF,Yes,0.00,292,BRADLEY AVE,,STATEN ISLAND,NY,10314,10312
Havana Central,Restaurant - 818,,06/25/2015,08/04/2015,Cash Amount - AMT,Yes,10.00,151,W 46TH ST,,NEW YORK,NY,10036,07481
,Garage - 049,,04/15/2015,06/16/2015,Referred to Hearing - RTH,No,0.00,,,,,,,21029
P. C. RICHARD & SON LONG ISLAND CORPORATION,Electronic Store - 001,Defective Goods - D02,05/19/2015,06/03/2015,Goods Exchanged - GEX,Yes,1600.00,150,PRICE PKWY,,FARMINGDALE,NY,11735,11230
THRIFTY CAR RENTAL-NYC,Auto Rental - 213,,06/02/2015,07/28/2015,Resolved and Consumer Satisfied - SPF,Yes,0.00,148,W 83RD ST,,NEW YORK,NY,10024,10025
GURABO USED CAR SALES INC,Secondhand Dealer Auto - 005,Exchange Goods/Contract Cancelled - E01,11/13/2015,01/04/2016,Advised to Sue - ATS,No,0.00,1928,JEROME AVE,,BRONX,NY,10453,10454
"L & S TOWING, INC",Tow Truck Company - 124,Surcharge/Overcharge - S02,05/01/2015,06/23/2015,No Consumer Response - NCR,NA,0.00,41,RECTOR ST,,STATEN ISLAND,NY,10310,10312
"CREDIT CONTROL SERVICES, INC",Debt Collection Agency - 122,Billing Dispute - B02,10/01/2015,10/15/2015,Bill Reduced - BLR,Yes,3171.00,2,WELLS AVE,,NEWTON,MA,02459,11233
"MAKSUDOVSKI, MUCREM",Home Improvement Contractor - 100,Quality of Work - Q01,06/18/2015,08/05/2015,Referred to Hearing - RTH,No,0.00,475,BLOOMINGDALE RD,,STATEN ISLAND,NY,10309,10309
EBENEZER WORLD AUTO MALL INC.,Secondhand Dealer Auto - 005,Non-Delivery of Goods - N01,05/29/2015,08/04/2015,Advised to Sue - ATS,No,0.00,1185,BRONX RIVER AVE,,BRONX,NY,10472,10472
BIG APPLE CONSTRUCTION CO.,Home Improvement Contractor - 100,Non-Delivery of Service - N02,06/05/2015,07/23/2015,Advised to Sue - ATS,No,0.00,1502,68TH ST,A1,BROOKLYN,NY,11219,11236
SHILDT LOCKSMITH,Locksmith - 062,Surcharge/Overcharge - S02,03/03/2016,04/13/2016,Advised to Sue - ATS,No,0.00,629,AVENUE M,,BROOKLYN,NY,11230,11237
ALL COMPUTERS AND VIDEO REPAIRS INC.,Electronic & Home Appliance Service Dealer - 115,Non-Delivery of Service - N02,11/13/2015,12/02/2015,Goods Received - GDR,Yes,25.00,6548,169TH ST,,FLUSHING,NY,11365,11691
HOME DECOR EXPO INC.,Misc Non-Food Retail - 817,Non-Delivery of Goods - N01,01/20/2016,02/04/2016,Resolved and Consumer Satisfied - SPF,Yes,0.00,4059,COLLEGE POINT BLVD,,FLUSHING,NY,11354,10458
"BEST BUY STORES, L.P.",Electronic Store - 001,Exchange Goods/Contract Cancelled - E01,07/14/2015,09/28/2015,Store Credit - SCR,Yes,190.00,2200,CABOT DR,STE 200,LISLE,IL,60532,11368
809 COLLISION INC,Tow Truck Company - 124,Misrepresentation - M01,03/14/2016,03/17/2016,Cash Amount - AMT,Yes,100.00,600,E 156TH ST,,BRONX,NY,10455,10453
"US CONSULTING, INC",Employment Agency - 034,Non-Delivery of Service - N02,12/03/2014,01/30/2015,Advised to Sue - ATS,No,0.00,424,BRIGHTON BEACH AVE,,BROOKLYN,NY,11235,11229
PERFORMANCE PORTFOLIO MANAGEMENT INC,Debt Collection Agency - 122,Billing Dispute - B02,09/28/2015,10/21/2015,Resolved and Consumer Satisfied - SPF,Yes,0.00,70,MANSELL CT,250,ROSWELL,GA,30076,11234
GET IT STRAIGHT 2,Misc Non-Food Retail - 817,Exchange Goods/Contract Cancelled - E01,04/27/2015,05/12/2015,Credit Card Refund and/or Contract Cancelled - CRC,Yes,272.00,9015,QUEENS BLVD,,ELMHURST,NY,11373,11104
QUIK PARK LITTLE WEST LLC,Garage - 049,Surcharge/Overcharge - S02,06/12/2015,08/13/2015,Resolved and Consumer Satisfied - SPF,Yes,0.00,247,W 37TH ST,6,NEW YORK,NY,10018,19808
KINGS METRO WIIRELESS INC,Electronic Store - 001,Misrepresentation - M01,05/26/2015,07/20/2015,Goods Exchanged - GEX,Yes,470.00,1683,E 16TH ST,,BROOKLYN,NY,11229,11230
TOTAL STRUCTURE MANAGEMENT INC.,Home Improvement Contractor - 100,Non-Delivery of Service - N02,01/12/2016,03/02/2016,Advised to Sue - ATS,No,0.00,,,,,,,11694
THUNDER TREE AND LANDSCAPE SPECIALISTS,Home Improvement Contractor - 100,Quality of Work - Q01,08/12/2015,09/23/2015,No Business Response - NVR,No,0.00,P O,LINCOLN AVE,,NEW YORK,NY,10116,11385
"SERENITY FUNERAL SERVICES & CREMATIONS, INC.",Funeral Homes - 888,Misrepresentation - M01,05/12/2015,06/30/2015,Cash Amount - AMT,Yes,655.00,1761,AMSTERDAM AVE,,NEW YORK,NY,10031,11717
SANU FURNITURE INC.,Furniture Sales - 242,Damaged Goods - D01,05/27/2015,07/30/2015,No Consumer Response - NCR,NA,0.00,6914,FORT HAMILTON PKWY,,BROOKLYN,NY,11228,11220
"ARMAN JEWELERS, INC",Jewelry Store-Retail - 823,Misrepresentation - M01,01/12/2016,02/11/2016,Unable to Locate Business - ULV,NA,0.00,3747,74TH ST,,JACKSON HEIGHTS,NY,11372,11208
MIKE'S APPLIANCE REPAIR,Electronic & Home Appliance Service Dealer - 115,Non-Delivery of Goods - N01,02/18/2016,03/08/2016,Advised to Sue - ATS,No,0.00,1650,OCEAN AVE,,BROOKLYN,NY,11230,11224
QUIK PARK GEM GARAGE LLC,Garage - 049,Misrepresentation - M01,08/25/2015,10/16/2015,Resolved and Consumer Satisfied - SPF,Yes,0.00,247,W 37TH ST,6,NEW YORK,NY,10018,11226
